Source Selection Information - See FAR 2.101 and 3.104

,LOCATION,ICAO,COUNTRY/STATE,VENDOR NAME,REFUELING OPERATOR NAME,REFUELING OPERATOR ADDR,REFUELING OPERATOR PHONE,CONTRACT/SOLICIT NO/PR NO,CONTRACT PERIOD,LINE ITEM,PURCHASE PROGRAM,PRODUCT,ADDITIVES,MODE ID,QUANTITY,AWARD PRICE,TOTAL DOLLAR VALUE,
,MARATHON,KMTH,FL,REW INVESTMENTS INC,REW INVESTMENTS,8800 OVERSEAS HIGHWAY 33050,3057431995,SPE60725D0144,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001444380,.218000,314874.84,
,MARATHON,KMTH,FL,REW INVESTMENTS INC,REW INVESTMENTS,8800 OVERSEAS HIGHWAY 33050,3057431995,SPE60725D0144,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001444380,5.495300,7937301.41,
,MELBOURNE REGIONAL,KMLB,FL,AVFUEL CORP,SHELTAIR AVIATION MLB,140 SOUTH APOLLO BLVD  MELBOURNE  FL 32901,321-956-8695,SPE60725D0111,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000992652,.218000,216398.14,
,MELBOURNE REGIONAL,KMLB,FL,AVFUEL CORP,SHELTAIR AVIATION MLB,140 SOUTH APOLLO BLVD  MELBOURNE  FL 32901,321-956-8695,SPE60725D0111,10/01/2025 - 03/31/2029,0003,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,50.000000,5000.00,
,MELBOURNE REGIONAL,KMLB,FL,AVFUEL CORP,SHELTAIR AVIATION MLB,140 SOUTH APOLLO BLVD  MELBOURNE  FL 32901,321-956-8695,SPE60725D0111,10/01/2025 - 03/31/2029,0004,23E,FSII Additive,FSII,AIRWF,000992652,.100000,99265.20,
,MELBOURNE REGIONAL,KMLB,FL,AVFUEL CORP,SHELTAIR AVIATION MLB,140 SOUTH APOLLO BLVD  MELBOURNE  FL 32901,321-956-8695,SPE60725D0111,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000992652,3.792600,3764731.98,
,MIAMI INTERNATIONAL,KMIA,FL,ASSOCIATED ENERGY GROUP LLC,TURSAIR FUELING,5600 NW 36TH ST #231  MIAMI  FL 33166,305-869-4880,SPE60725D0133,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000918124,2.820219,2589310.75,
,MIAMI INTERNATIONAL,KMIA,FL,ASSOCIATED ENERGY GROUP LLC,TURSAIR FUELING,5600 NW 36TH ST #231  MIAMI  FL 33166,305-869-4880,SPE60725D0133,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000918124,.100000,91812.40,
,MIAMI INTERNATIONAL,KMIA,FL,ASSOCIATED ENERGY GROUP LLC,TURSAIR FUELING,5600 NW 36TH ST #231  MIAMI  FL 33166,305-869-4880,SPE60725D0133,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000918124,.218000,200151.03,
,NASA SHUTTLE LANDING FACILITY,KTTS,FL,SPACE FLORIDA,SPACE FLORIDA,505 ODYSSEY WAY SUITE 300  EXPLORATION PARK  FL,321-261-3850,SPE60725D0092,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000100772,3.544700,357206.51,
,NASA SHUTTLE LANDING FACILITY,KTTS,FL,SPACE FLORIDA,SPACE FLORIDA,505 ODYSSEY WAY SUITE 300  EXPLORATION PARK  FL,321-261-3850,SPE60725D0092,10/01/2025 - 03/31/2029,0003,23E,OVERTIME FEE / CALL OUT FEE,,,000000100,100.000000,10000.00,
,NASA SHUTTLE LANDING FACILITY,KTTS,FL,SPACE FLORIDA,SPACE FLORIDA,505 ODYSSEY WAY SUITE 300  EXPLORATION PARK  FL,321-261-3850,SPE60725D0092,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000046772,.218000,10196.30,
,OPA LOCKA,KOPF,FL,ASSOCIATED ENERGY GROUP LLC,EMBASSAIR,13550 NW 47TH AVE OPA LOCKA FLORIDA 33054,3056773696,SPE60725D0169,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001365172,.218000,297607.50,
,OPA LOCKA,KOPF,FL,ASSOCIATED ENERGY GROUP LLC,EMBASSAIR,13550 NW 47TH AVE OPA LOCKA FLORIDA 33054,3056773696,SPE60725D0169,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001365172,2.858605,3902487.51,
,OPA LOCKA,KOPF,FL,ASSOCIATED ENERGY GROUP LLC,EMBASSAIR,13550 NW 47TH AVE OPA LOCKA FLORIDA 33054,3056773696,SPE60725D0169,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,001365172,.060000,81910.32,
,ORLANDO INTL,KMCO,FL,AVFUEL CORP,ATLANTIC AVIATION MCO,9245 TRADEPORT DRIVE ORLANDO FL 32827,407-851-8304,SPE60725D0165,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000172144,3.090800,532062.68,
,ORLANDO INTL,KMCO,FL,AVFUEL CORP,ATLANTIC AVIATION MCO,9245 TRADEPORT DRIVE ORLANDO FL 32827,407-851-8304,SPE60725D0165,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000172144,.150000,25821.60,
,ORLANDO INTL,KMCO,FL,AVFUEL CORP,ATLANTIC AVIATION MCO,9245 TRADEPORT DRIVE ORLANDO FL 32827,407-851-8304,SPE60725D0165,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000172144,.218000,37527.39,
,ORLANDO SANFORD INTERNATL AIRPORT,KSFB,FL,FREEMAN HOLDINGS OF ORLANDO  LLC,FREEMAN HOLDINGS OF ORLAN,2841 FLIGHTLINE AVE SANFORD FL 32773-8742,407-585-6300,SPE60725D0093,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001162772,.218000,253484.30,
,ORLANDO SANFORD INTERNATL AIRPORT,KSFB,FL,FREEMAN HOLDINGS OF ORLANDO  LLC,FREEMAN HOLDINGS OF ORLAN,2841 FLIGHTLINE AVE SANFORD FL 32773-8742,407-585-6300,SPE60725D0093,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,001162772,.110000,127904.92,
,ORLANDO SANFORD INTERNATL AIRPORT,KSFB,FL,FREEMAN HOLDINGS OF ORLANDO  LLC,FREEMAN HOLDINGS OF ORLAN,2841 FLIGHTLINE AVE SANFORD FL 32773-8742,407-585-6300,SPE60725D0093,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001162772,4.421210,5140859.19,
,PALM BEACH INTERNATIONAL,KPBI,FL,ATLANTIC AVIATION-WEST PALM BEACH LLC,ATLANTIC AVIATION,3800 SOUTHERN BLVD WEST PALM BEACH FL 33406,561-683-4121,SPE60725D0161,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000771456,3.881950,2994753.62,
,PALM BEACH INTERNATIONAL,KPBI,FL,ATLANTIC AVIATION-WEST PALM BEACH LLC,ATLANTIC AVIATION,3800 SOUTHERN BLVD WEST PALM BEACH FL 33406,561-683-4121,SPE60725D0161,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000771456,.150000,115718.40,
,PALM BEACH INTERNATIONAL,KPBI,FL,ATLANTIC AVIATION-WEST PALM BEACH LLC,ATLANTIC AVIATION,3800 SOUTHERN BLVD WEST PALM BEACH FL 33406,561-683-4121,SPE60725D0161,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000771456,.218000,168177.41,
,PANAMA CITY BAY CO INTL (FORMALLY K,KECP,FL,AVFUEL CORP,SHELTAIR AVIATION ECP,5325 JOHNNY REAVER RD PANAMA CITY BEACH FL 32114,850-233-4717,SPE60725D0170,10/01/2025 - 03/31/2029,0004,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,100.000000,10000.00,
,PANAMA CITY BAY CO INTL (FORMALLY K,KECP,FL,AVFUEL CORP,SHELTAIR AVIATION ECP,5325 JOHNNY REAVER RD PANAMA CITY BEACH FL 32114,850-233-4717,SPE60725D0170,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000229204,.218000,49966.47,
,PANAMA CITY BAY CO INTL (FORMALLY K,KECP,FL,AVFUEL CORP,SHELTAIR AVIATION ECP,5325 JOHNNY REAVER RD PANAMA CITY BEACH FL 32114,850-233-4717,SPE60725D0170,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000229204,.070000,16044.28,
,PANAMA CITY BAY CO INTL (FORMALLY K,KECP,FL,AVFUEL CORP,SHELTAIR AVIATION ECP,5325 JOHNNY REAVER RD PANAMA CITY BEACH FL 32114,850-233-4717,SPE60725D0170,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000229204,3.117300,714497.63,
,PENSACOLA REGIONAL,KPNS,FL,AVFUEL CORP,PENSACOLA AVIATION,4145 MAYGARDEN ROAD PENSACOLA FLORIDA 32504,8504340636,SPE60725D0091,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001269420,4.282360,5436113.43,
,PENSACOLA REGIONAL,KPNS,FL,AVFUEL CORP,PENSACOLA AVIATION,4145 MAYGARDEN ROAD PENSACOLA FLORIDA 32504,8504340636,SPE60725D0091,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001269420,.218000,276733.56,
,PENSACOLA REGIONAL,KPNS,FL,AVFUEL CORP,PENSACOLA AVIATION,4145 MAYGARDEN ROAD PENSACOLA FLORIDA 32504,8504340636,SPE60725D0091,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,001269420,.100000,126942.00,
,SARASOTA BRADENTON INTL,KSRQ,FL,EASTERN AVIATION FUELS  INC.,DOLPHIN AVIATION- ACSENSI,8191 N TAMIAMI TRAIL  SARASOTA  FL 34243,941-355-7715,SPE60725D0163,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000535316,.218000,116698.89,
,SARASOTA BRADENTON INTL,KSRQ,FL,EASTERN AVIATION FUELS  INC.,DOLPHIN AVIATION- ACSENSI,8191 N TAMIAMI TRAIL  SARASOTA  FL 34243,941-355-7715,SPE60725D0163,10/01/2025 - 03/31/2029,0004,23E,FSII Additive,FSII,AIRWF,000535316,.150000,80297.40,
,SARASOTA BRADENTON INTL,KSRQ,FL,EASTERN AVIATION FUELS  INC.,DOLPHIN AVIATION- ACSENSI,8191 N TAMIAMI TRAIL  SARASOTA  FL 34243,941-355-7715,SPE60725D0163,10/01/2025 - 03/31/2029,0003,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,200.000000,20000.00,
,SARASOTA BRADENTON INTL,KSRQ,FL,EASTERN AVIATION FUELS  INC.,DOLPHIN AVIATION- ACSENSI,8191 N TAMIAMI TRAIL  SARASOTA  FL 34243,941-355-7715,SPE60725D0163,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000535316,3.627549,1941885.02,
,SOUTHWEST FLORIDA INTL AIRPORT,KRSW,FL,WORLD FUEL SERVICES  INC.,PRIVATE SKY AVIATION SERV,ONE PRIVATESKY WAY  FT. MYERS  FL 33913,239-225-6100,SPE60725D0162,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,002293604,5.219750,11972039.48,
,SOUTHWEST FLORIDA INTL AIRPORT,KRSW,FL,WORLD FUEL SERVICES  INC.,PRIVATE SKY AVIATION SERV,ONE PRIVATESKY WAY  FT. MYERS  FL 33913,239-225-6100,SPE60725D0162,10/01/2025 - 03/31/2029,0003,23,FSII Additive,FSII,AIRWF,002293604,.390000,894505.56,
,SOUTHWEST FLORIDA INTL AIRPORT,KRSW,FL,WORLD FUEL SERVICES  INC.,PRIVATE SKY AVIATION SERV,ONE PRIVATESKY WAY  FT. MYERS  FL 33913,239-225-6100,SPE60725D0162,10/01/2025 - 03/31/2029,0002,23,FEDERAL EXCISE TAX,,AIR,002293604,.218000,500005.67,
,ST AUGUSTINE,KSGJ,FL,EASTERN AVIATION FUELS  INC.,ATLANTIC AVIATION,4900 US 1 STE 100 ST AUGUSTINE FL 32095,904-824-1995,SPE60725D0131,10/01/2025 - 03/31/2029,0004,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,125.000000,12500.00,
,ST AUGUSTINE,KSGJ,FL,EASTERN AVIATION FUELS  INC.,ATLANTIC AVIATION,4900 US 1 STE 100 ST AUGUSTINE FL 32095,904-824-1995,SPE60725D0131,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000617084,.218000,134524.31,
,ST AUGUSTINE,KSGJ,FL,EASTERN AVIATION FUELS  INC.,ATLANTIC AVIATION,4900 US 1 STE 100 ST AUGUSTINE FL 32095,904-824-1995,SPE60725D0131,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000617084,3.772849,2328164.75,
,ST AUGUSTINE,KSGJ,FL,EASTERN AVIATION FUELS  INC.,ATLANTIC AVIATION,4900 US 1 STE 100 ST AUGUSTINE FL 32095,904-824-1995,SPE60725D0131,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000617084,.150000,92562.60,
,ST PETERSBURG CLEARWATER INTL,KPIE,FL,AVFUEL CORP,SHELTAIR AVIATION PIE,15875 FAIRCHILD DRIVE  CLEARWATER  FL 33762,727-530-3453,SPE60725D0184,10/01/2025 - 03/31/2029,0004,23E,FSII Additive,FSII,AIRWF,001317128,.080000,105370.24,
,ST PETERSBURG CLEARWATER INTL,KPIE,FL,AVFUEL CORP,SHELTAIR AVIATION PIE,15875 FAIRCHILD DRIVE  CLEARWATER  FL 33762,727-530-3453,SPE60725D0184,10/01/2025 - 03/31/2029,0003,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,100.000000,10000.00,
,ST PETERSBURG CLEARWATER INTL,KPIE,FL,AVFUEL CORP,SHELTAIR AVIATION PIE,15875 FAIRCHILD DRIVE  CLEARWATER  FL 33762,727-530-3453,SPE60725D0184,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001317128,.218000,287133.90,
,ST PETERSBURG CLEARWATER INTL,KPIE,FL,AVFUEL CORP,SHELTAIR AVIATION PIE,15875 FAIRCHILD DRIVE  CLEARWATER  FL 33762,727-530-3453,SPE60725D0184,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001317128,3.047600,4014079.29,
,TALLAHASSEE REGIONAL,KTLH,FL,TALLAHASSEE AVIATION PARTNERS LLC,MILLION AIR TALLAHASSEE,3254 CAPITAL CIRCLE SE  TALLAHASSEE  FL 32310,850-574-5671,SPE60725D0158,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,001959936,.050000,97996.80,
,TALLAHASSEE REGIONAL,KTLH,FL,TALLAHASSEE AVIATION PARTNERS LLC,MILLION AIR TALLAHASSEE,3254 CAPITAL CIRCLE SE  TALLAHASSEE  FL 32310,850-574-5671,SPE60725D0158,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001959936,2.874700,5634228.02,
,TALLAHASSEE REGIONAL,KTLH,FL,TALLAHASSEE AVIATION PARTNERS LLC,MILLION AIR TALLAHASSEE,3254 CAPITAL CIRCLE SE  TALLAHASSEE  FL 32310,850-574-5671,SPE60725D0158,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001959936,.218000,427266.05,
,TAMPA INTERNATIONAL,KTPA,FL,AVFUEL CORP,SHELTAIR AVIATION TPA,4751 JIM WALTER BLVD  TAMPA  FL 33607,813-319-8000,SPE60725D0139,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,002722924,2.704700,7364692.54,
,TAMPA INTERNATIONAL,KTPA,FL,AVFUEL CORP,SHELTAIR AVIATION TPA,4751 JIM WALTER BLVD  TAMPA  FL 33607,813-319-8000,SPE60725D0139,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,002722924,.080000,217833.92,
,TAMPA INTERNATIONAL,KTPA,FL,AVFUEL CORP,SHELTAIR AVIATION TPA,4751 JIM WALTER BLVD  TAMPA  FL 33607,813-319-8000,SPE60725D0139,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,002722924,.218000,593597.43,
,ATHENS BEN EPPS,KAHN,GA,EASTERN AVIATION FUELS  INC.,ATHENS/BEN EPPS AIRPORT,1010 BEN EPPS DRIVE ATHENS GA 30605,7066133420,SPE60725D0130,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,FSII,AIRWF,000173120,3.753536,649812.15,
,ATHENS BEN EPPS,KAHN,GA,EASTERN AVIATION FUELS  INC.,ATHENS/BEN EPPS AIRPORT,1010 BEN EPPS DRIVE ATHENS GA 30605,7066133420,SPE60725D0130,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,FSII,AIRWF,000173120,.218000,37740.16,
,ATHENS BEN EPPS,KAHN,GA,EASTERN AVIATION FUELS  INC.,ATHENS/BEN EPPS AIRPORT,1010 BEN EPPS DRIVE ATHENS GA 30605,7066133420,SPE60725D0130,10/01/2025 - 03/31/2029,0003,23E,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,500.000000,50000.00,
,AUGUSTA RGNL AT BUSH FLD,KAGS,GA,COUNTY OF AUGUSTA-RICHMOND,AUGUSTA REGIONAL AIRPORT,1501 AVIATION WAY  AUGUSTA  GA 30906,706-821-2876,SPE60725D0095,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000548672,.218000,119610.50,
,AUGUSTA RGNL AT BUSH FLD,KAGS,GA,COUNTY OF AUGUSTA-RICHMOND,AUGUSTA REGIONAL AIRPORT,1501 AVIATION WAY  AUGUSTA  GA 30906,706-821-2876,SPE60725D0095,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000548672,.050000,27433.60,
,AUGUSTA RGNL AT BUSH FLD,KAGS,GA,COUNTY OF AUGUSTA-RICHMOND,AUGUSTA REGIONAL AIRPORT,1501 AVIATION WAY  AUGUSTA  GA 30906,706-821-2876,SPE60725D0095,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000548672,3.288200,1804143.27,
,BRUNSWICK GOLDEN ISLES,KBQK,GA,AVFUEL CORP,MANNING AVIATION,425 AVIATION PARKWAY BRUNSWICK GA 31525,912-264-9200,SPE60725D0097,10/01/2025 - 03/31/2029,0004,23E,FSII Additive,FSII,AIRWF,000326032,.100000,32603.20,
,BRUNSWICK GOLDEN ISLES,KBQK,GA,AVFUEL CORP,MANNING AVIATION,425 AVIATION PARKWAY BRUNSWICK GA 31525,912-264-9200,SPE60725D0097,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000326032,.218000,71074.98,
,BRUNSWICK GOLDEN ISLES,KBQK,GA,AVFUEL CORP,MANNING AVIATION,425 AVIATION PARKWAY BRUNSWICK GA 31525,912-264-9200,SPE60725D0097,10/01/2025 - 03/31/2029,0003,23E,OVERTIME FEE / CALL OUT FEE,,,000000100,75.000000,7500.00,
,BRUNSWICK GOLDEN ISLES,KBQK,GA,AVFUEL CORP,MANNING AVIATION,425 AVIATION PARKWAY BRUNSWICK GA 31525,912-264-9200,SPE60725D0097,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000326032,4.321890,1409074.44,
,COBB COUNTY MCCOLLUM FIELD,KRYY,GA,EASTERN AVIATION FUELS  INC.,HAWTHORNE DBA ASCENSION,1723 MCCOLLUM PARKWAY  KENNESAW  GA 30144,770-422-4300,SPE60725D0166,10/01/2025 - 03/31/2029,0003,23,FSII Additive,FSII,AIRWF,000670256,.150000,100538.40,
,COBB COUNTY MCCOLLUM FIELD,KRYY,GA,EASTERN AVIATION FUELS  INC.,HAWTHORNE DBA ASCENSION,1723 MCCOLLUM PARKWAY  KENNESAW  GA 30144,770-422-4300,SPE60725D0166,10/01/2025 - 03/31/2029,0004,23,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,200.000000,20000.00,
,COBB COUNTY MCCOLLUM FIELD,KRYY,GA,EASTERN AVIATION FUELS  INC.,HAWTHORNE DBA ASCENSION,1723 MCCOLLUM PARKWAY  KENNESAW  GA 30144,770-422-4300,SPE60725D0166,10/01/2025 - 03/31/2029,0002,23,FEDERAL EXCISE TAX,,AIR,000670256,.218000,146115.81,
,COBB COUNTY MCCOLLUM FIELD,KRYY,GA,EASTERN AVIATION FUELS  INC.,HAWTHORNE DBA ASCENSION,1723 MCCOLLUM PARKWAY  KENNESAW  GA 30144,770-422-4300,SPE60725D0166,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000670256,4.634269,3106146.60,
,COLUMBUS AIRPORT,KCSG,GA,AVFUEL CORP,FLIGHTWAYS COLUMBUS,1000 AIRPORT THRUWAY SUITE A COLUMBUS GA 31909,7063242453,SPE60725D0178,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,FSII,AIRWF,000022476,4.039990,90802.82,
,COLUMBUS AIRPORT,KCSG,GA,AVFUEL CORP,FLIGHTWAYS COLUMBUS,1000 AIRPORT THRUWAY SUITE A COLUMBUS GA 31909,7063242453,SPE60725D0178,10/01/2025 - 03/31/2029,0003,23E,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,100.000000,10000.00,
,COLUMBUS AIRPORT,KCSG,GA,AVFUEL CORP,FLIGHTWAYS COLUMBUS,1000 AIRPORT THRUWAY SUITE A COLUMBUS GA 31909,7063242453,SPE60725D0178,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,FSII,AIRWF,000022476,.218000,4899.77,
,DEKALB PEACHTREE (ATLANTA),KPDK,GA,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,3150 CORSAIR DRIVE ATLANTA GEORGIA 30341,770-452-0010,SPE60725D0177,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000288240,3.067473,884168.42,
,DEKALB PEACHTREE (ATLANTA),KPDK,GA,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,3150 CORSAIR DRIVE ATLANTA GEORGIA 30341,770-452-0010,SPE60725D0177,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000288240,.218000,62836.32,
,DEKALB PEACHTREE (ATLANTA),KPDK,GA,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,3150 CORSAIR DRIVE ATLANTA GEORGIA 30341,770-452-0010,SPE60725D0177,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000288240,.100000,28824.00,
,HARTSFIELD INT'L AIRPORT,KATL,GA,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,1200 TOFFLE TERRACE ATLANTA GA 30354,4047611960,SPE60725D0096,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000648440,5.910100,3832345.24,
,HARTSFIELD INT'L AIRPORT,KATL,GA,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,1200 TOFFLE TERRACE ATLANTA GA 30354,4047611960,SPE60725D0096,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000648440,.100000,64844.00,
,HARTSFIELD INT'L AIRPORT,KATL,GA,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,1200 TOFFLE TERRACE ATLANTA GA 30354,4047611960,SPE60725D0096,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000648440,.218000,141359.92,
,MIDDLE GEORGIA RGNL (MACON),KMCN,GA,EASTERN AVIATION FUELS  INC.,HIGHNOTE AVIATION,2159 FLIGHTLINE AVE MACON GEORGIA 31216,4783104689,SPE60725D0180,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,FSII,AIRWF,000232800,.218000,50750.40,
,MIDDLE GEORGIA RGNL (MACON),KMCN,GA,EASTERN AVIATION FUELS  INC.,HIGHNOTE AVIATION,2159 FLIGHTLINE AVE MACON GEORGIA 31216,4783104689,SPE60725D0180,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,FSII,AIR,000232800,3.621929,843185.07,
,SAVANNAH HILTON HEAD INTL,KSAV,GA,AVFUEL CORP,SHELTAIR AVIATION SAY,100 EDDIE JUNGERMANN DRIVE SAVANNAH GA 31408,912-965-0095,SPE60725D0176,10/01/2025 - 03/31/2029,0004,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,200.000000,20000.00,
,SAVANNAH HILTON HEAD INTL,KSAV,GA,AVFUEL CORP,SHELTAIR AVIATION SAY,100 EDDIE JUNGERMANN DRIVE SAVANNAH GA 31408,912-965-0095,SPE60725D0176,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,001973948,.070000,138176.36,
,SAVANNAH HILTON HEAD INTL,KSAV,GA,AVFUEL CORP,SHELTAIR AVIATION SAY,100 EDDIE JUNGERMANN DRIVE SAVANNAH GA 31408,912-965-0095,SPE60725D0176,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001973948,.218000,430320.66,
,SAVANNAH HILTON HEAD INTL,KSAV,GA,AVFUEL CORP,SHELTAIR AVIATION SAY,100 EDDIE JUNGERMANN DRIVE SAVANNAH GA 31408,912-965-0095,SPE60725D0176,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001973948,2.608390,5148826.22,
,WINDER BARROW,KWDR,GA,ROMANAIR WDR  INC.,ROMANAIR WDR INC,839 RONALD WOOD ROAD WINDER GEORGIA 30680,770-867-4001,SPE60725D0099,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,FSII,AIRWF,000444160,3.688200,1638150.91,
,WINDER BARROW,KWDR,GA,ROMANAIR WDR  INC.,ROMANAIR WDR INC,839 RONALD WOOD ROAD WINDER GEORGIA 30680,770-867-4001,SPE60725D0099,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000444160,.218000,96826.88,
,HILO INTL GENERAL LYMAN FLD,PHTO,HI,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,2450 KEKUANAOA ST.  #206  HILO  HI 96720,808-975-4889,SPE60722D0071,08/01/2022 - 03/31/2026,0005,23W,FEDERAL EXCISE TAX,FSII  SDA  CI,AIRWF,000665608,.218000,145102.54,
,HILO INTL GENERAL LYMAN FLD,PHTO,HI,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,2450 KEKUANAOA ST.  #206  HILO  HI 96720,808-975-4889,SPE60722D0071,08/01/2022 - 03/31/2026,0004,23W,TURBINE FUELAVIATION JAA,FSII  SDA  CI,AIRWF,000665608,3.122783,2078549.35,
